chr,window_start,window_end,CG,CHG,CHH,rec
chr1,9100001,9200000.0,1021.0,117.0,18.0,0.89
chr1,9200001,9300000.0,666.0,190.0,40.0,0.0
chr1,9300001,9400000.0,701.0,314.0,140.0,0.0
chr1,9400001,9500000.0,767.0,277.0,52.0,0.24
chr1,9500001,9600000.0,726.0,283.0,72.0,0.0
chr1,9600001,9700000.0,582.0,234.0,93.0,0.0
chr1,9700001,9800000.0,894.0,237.0,60.0,0.41
chr1,9800001,9900000.0,803.0,179.0,72.0,0.0
chr1,9900001,10000000.0,625.0,170.0,61.0,0.0
chr1,10000001,10100000.0,748.0,279.0,71.0,0.0
chr1,10100001,10200000.0,758.0,217.0,42.0,0.78
chr1,10200001,10300000.0,634.0,294.0,124.0,0.32
chr1,10300001,10400000.0,683.0,303.0,84.0,0.0
chr1,10400001,10500000.0,732.0,135.0,53.0,0.0
chr1,10500001,10600000.0,1058.0,304.0,69.0,0.39
chr1,10600001,10700000.0,600.0,70.0,128.0,0.0
chr1,10700001,10800000.0,804.0,270.0,70.0,0.0
chr1,10800001,10900000.0,1024.0,154.0,71.0,0.0
chr1,10900001,11000000.0,728.0,189.0,124.0,2.04
chr1,11000001,11100000.0,712.0,396.0,71.0,0.0
chr1,11100001,11200000.0,543.0,122.0,55.0,0.58
chr1,11200001,11300000.0,686.0,258.0,94.0,1.11
chr1,11300001,11400000.0,619.0,242.0,149.0,0.0
chr1,11400001,11500000.0,668.0,217.0,107.0,1.89
chr1,11500001,11600000.0,725.0,280.0,37.0,0.4
chr1,11600001,11700000.0,752.0,275.0,129.0,0.92
chr1,11700001,11800000.0,724.0,354.0,173.0,2.05
chr1,11800001,11900000.0,796.0,306.0,97.0,0.0
chr1,11900001,12000000.0,558.0,131.0,150.0,0.0
chr1,12000001,12100000.0,793.0,442.0,78.0,0.0
chr1,12100001,12200000.0,707.0,117.0,83.0,4.32
chr1,12200001,12300000.0,567.0,417.0,67.0,0.0
chr1,12300001,12400000.0,698.0,211.0,60.0,0.0
chr1,12400001,12500000.0,898.0,242.0,77.0,0.0
chr1,12500001,12600000.0,549.0,202.0,92.0,0.0
chr1,12600001,12700000.0,660.0,230.0,124.0,1.84
chr1,12700001,12800000.0,793.0,199.0,76.0,0.0
chr1,12800001,12900000.0,640.0,210.0,55.0,2.45
chr1,12900001,13000000.0,682.0,215.0,97.0,0.0
chr1,13000001,13100000.0,735.0,248.0,79.0,1.42
chr1,13100001,13200000.0,749.0,458.0,82.0,0.0
chr1,13200001,13300000.0,643.0,186.0,41.0,1.67
chr1,13300001,13400000.0,728.0,226.0,169.0,0.0
chr1,13400001,13500000.0,729.0,161.0,54.0,0.0
chr1,13500001,13600000.0,808.0,263.0,13.0,0.0
chr1,13600001,13700000.0,398.0,213.0,25.0,0.0
chr1,13700001,13800000.0,846.0,220.0,36.0,2.81
chr1,13800001,13900000.0,770.0,224.0,52.0,0.0
chr1,13900001,14000000.0,1303.0,298.0,34.0,0.0
chr1,14000001,14100000.0,619.0,152.0,75.0,0.0
chr1,14100001,14200000.0,716.0,193.0,10.0,1.13
chr1,14200001,14300000.0,635.0,265.0,63.0,0.0
chr1,14300001,14400000.0,1095.0,957.0,30.0,0.88
chr1,14400001,14500000.0,777.0,287.0,63.0,0.78
chr1,14500001,14600000.0,701.0,261.0,19.0,0.32
chr1,14600001,14700000.0,766.0,173.0,19.0,0.0
chr1,14700001,14800000.0,896.0,291.0,31.0,1.2
chr1,14800001,14900000.0,630.0,219.0,25.0,0.4
chr1,14900001,15000000.0,765.0,423.0,26.0,0.0
chr1,15000001,15100000.0,786.0,159.0,22.0,0.68
chr1,15100001,15200000.0,759.0,221.0,51.0,0.0
chr1,15200001,15300000.0,888.0,177.0,116.0,1.05
chr1,15300001,15400000.0,776.0,246.0,48.0,1.17
chr1,15400001,15500000.0,946.0,491.0,4.0,0.0
chr1,15500001,15600000.0,1097.0,500.0,15.0,0.0
chr1,15600001,15700000.0,813.0,396.0,25.0,1.41
chr1,15700001,15800000.0,705.0,365.0,13.0,0.0
chr1,15800001,15900000.0,665.0,205.0,50.0,0.0
chr1,15900001,16000000.0,831.0,415.0,11.0,0.0
chr1,16000001,16100000.0,474.0,351.0,1.0,0.0
chr1,16100001,16200000.0,653.0,355.0,0.0,0.0
chr1,16200001,16300000.0,892.0,658.0,0.0,0.0
chr1,16300001,16400000.0,816.0,517.0,20.0,0.0
chr1,16400001,16500000.0,653.0,213.0,28.0,0.0
chr1,16500001,16600000.0,630.0,217.0,14.0,0.0
chr1,16600001,16700000.0,926.0,353.0,20.0,3.82
chr1,16700001,16800000.0,765.0,324.0,59.0,0.0
chr1,16800001,16900000.0,804.0,288.0,13.0,0.0
chr1,16900001,17000000.0,703.0,169.0,54.0,0.0
chr1,17000001,17100000.0,1125.0,236.0,9.0,0.0
chr1,17100001,17200000.0,834.0,249.0,143.0,0.0
chr1,17200001,17300000.0,980.0,388.0,83.0,0.0
chr1,17300001,17400000.0,747.0,393.0,62.0,0.0
chr1,17400001,17500000.0,637.0,314.0,150.0,0.0
chr1,17500001,17600000.0,794.0,251.0,24.0,1.27
chr1,17600001,17700000.0,1081.0,360.0,43.0,0.0
chr1,17700001,17800000.0,931.0,213.0,122.0,0.52
chr1,17800001,17900000.0,1211.0,384.0,72.0,0.0
chr1,17900001,18000000.0,893.0,299.0,54.0,0.0
chr1,18000001,18100000.0,622.0,303.0,68.0,0.0
chr1,18100001,18200000.0,582.0,228.0,65.0,0.0
chr1,18200001,18300000.0,784.0,357.0,140.0,0.0
chr1,18300001,18400000.0,669.0,299.0,78.0,1.79
chr1,18400001,18500000.0,649.0,308.0,95.0,0.0
chr1,18500001,18600000.0,690.0,205.0,37.0,0.0
chr1,18600001,18700000.0,765.0,269.0,13.0,0.0
chr1,18700001,18800000.0,653.0,196.0,143.0,0.32
chr1,18800001,18900000.0,919.0,248.0,67.0,0.0
chr1,18900001,19000000.0,936.0,427.0,21.0,1.05
chr1,19000001,19100000.0,605.0,181.0,195.0,0.0
chr1,19100001,19200000.0,729.0,569.0,8.0,0.0
chr1,19200001,19300000.0,663.0,416.0,19.0,0.0
chr1,19300001,19400000.0,913.0,238.0,7.0,0.46
chr1,19400001,19500000.0,985.0,363.0,25.0,0.0
chr1,19500001,19600000.0,987.0,251.0,45.0,0.0
chr1,19600001,19700000.0,773.0,266.0,60.0,0.0
chr1,19700001,19800000.0,1229.0,327.0,39.0,0.0
chr1,19800001,19900000.0,748.0,294.0,35.0,1.43
chr1,19900001,20000000.0,690.0,229.0,98.0,0.0
chr1,20000001,20100000.0,822.0,430.0,164.0,0.0
chr1,20100001,20200000.0,866.0,514.0,102.0,0.0
chr1,20200001,20300000.0,781.0,236.0,182.0,0.0
chr1,20300001,20400000.0,1002.0,389.0,31.0,0.74
chr1,20400001,20500000.0,822.0,264.0,61.0,0.0
chr1,20500001,20600000.0,881.0,271.0,18.0,0.0
chr1,20600001,20700000.0,776.0,150.0,2.0,0.0
chr1,20700001,20800000.0,962.0,332.0,23.0,0.0
chr1,20800001,20900000.0,558.0,315.0,75.0,0.0
chr1,20900001,21000000.0,564.0,313.0,37.0,0.0
chr1,21000001,21100000.0,833.0,275.0,35.0,0.38
chr1,21100001,21200000.0,835.0,433.0,48.0,0.0
chr1,21200001,21300000.0,1019.0,475.0,34.0,0.0
chr1,21300001,21400000.0,705.0,274.0,62.0,0.0
chr1,21400001,21500000.0,692.0,282.0,48.0,0.0
chr1,21500001,21600000.0,772.0,249.0,36.0,0.0
chr1,21600001,21700000.0,676.0,211.0,23.0,0.0
chr1,21700001,21800000.0,713.0,284.0,9.0,0.0
chr1,21800001,21900000.0,801.0,339.0,11.0,0.0
chr1,21900001,22000000.0,684.0,321.0,21.0,0.0
chr1,22000001,22100000.0,817.0,421.0,11.0,0.0
chr1,22100001,22200000.0,896.0,431.0,5.0,0.0
chr1,22200001,22300000.0,823.0,159.0,68.0,0.0
chr1,22300001,22400000.0,727.0,331.0,19.0,0.0
chr1,22400001,22500000.0,847.0,362.0,0.0,0.0
chr1,22500001,22600000.0,757.0,314.0,0.0,0.0
chr1,22600001,22700000.0,1026.0,534.0,0.0,0.0
chr1,22700001,22800000.0,992.0,510.0,3.0,0.56
chr1,22800001,22900000.0,756.0,423.0,75.0,0.0
chr1,22900001,23000000.0,936.0,355.0,15.0,0.0
chr1,23000001,23100000.0,1190.0,734.0,14.0,0.0
chr1,23100001,23200000.0,779.0,615.0,17.0,0.0
chr1,23200001,23300000.0,936.0,413.0,25.0,0.0
chr1,23300001,23400000.0,642.0,325.0,5.0,0.0
chr1,23400001,23500000.0,830.0,544.0,1.0,0.0
chr1,23500001,23600000.0,748.0,210.0,9.0,0.0
chr1,23600001,23700000.0,653.0,283.0,8.0,0.0
chr1,23700001,23800000.0,932.0,290.0,2.0,0.0
chr1,23800001,23900000.0,777.0,372.0,54.0,0.0
chr1,23900001,24000000.0,574.0,226.0,52.0,0.0
chr1,24000001,24100000.0,482.0,287.0,0.0,0.0
chr1,24100001,24200000.0,775.0,387.0,18.0,0.0
chr1,24200001,24300000.0,997.0,359.0,5.0,0.0
chr1,24300001,24400000.0,930.0,505.0,3.0,0.0
chr1,24400001,24500000.0,828.0,321.0,1.0,0.0
chr1,24500001,24600000.0,557.0,285.0,18.0,1.2
chr1,24600001,24700000.0,654.0,330.0,11.0,0.0
chr1,24700001,24800000.0,877.0,300.0,35.0,0.0
chr1,24800001,24900000.0,1243.0,410.0,5.0,0.0
chr1,24900001,25000000.0,801.0,446.0,12.0,0.0
chr1,25000001,25100000.0,666.0,217.0,20.0,0.0
chr1,25100001,25200000.0,1028.0,427.0,13.0,0.0
chr1,25200001,25300000.0,978.0,427.0,3.0,0.0
chr1,25300001,25400000.0,582.0,242.0,6.0,0.0
chr1,25400001,25500000.0,751.0,215.0,41.0,0.0
chr1,25500001,25600000.0,618.0,240.0,66.0,0.0
chr1,25600001,25700000.0,717.0,275.0,14.0,0.0
chr1,25700001,25800000.0,643.0,299.0,0.0,0.0
chr1,25800001,25900000.0,981.0,350.0,3.0,0.4
chr1,25900001,26000000.0,1066.0,538.0,0.0,0.0
chr1,26000001,26100000.0,787.0,338.0,10.0,0.0
chr1,26100001,26200000.0,1116.0,550.0,12.0,0.0
chr1,26200001,26300000.0,760.0,507.0,86.0,0.0
chr1,26300001,26400000.0,829.0,510.0,13.0,0.0
chr1,26400001,26500000.0,968.0,684.0,12.0,0.0
chr1,26500001,26600000.0,1123.0,329.0,47.0,0.0
chr1,26600001,26700000.0,578.0,307.0,1.0,0.0
chr1,26700001,26800000.0,1031.0,533.0,0.0,0.0
chr1,26800001,26900000.0,1088.0,711.0,1.0,0.0
chr1,26900001,27000000.0,801.0,427.0,33.0,0.0
chr1,27000001,27100000.0,916.0,362.0,2.0,0.0
chr1,27100001,27200000.0,965.0,216.0,29.0,0.0
chr1,27200001,27300000.0,1060.0,500.0,19.0,0.0
chr1,27300001,27400000.0,594.0,239.0,55.0,0.0
chr1,27400001,27500000.0,427.0,246.0,2.0,0.0
chr1,27500001,27600000.0,1079.0,519.0,0.0,0.0
chr1,27600001,27700000.0,893.0,529.0,0.0,0.0
chr1,27700001,27800000.0,417.0,323.0,6.0,0.77
chr1,27800001,27900000.0,732.0,407.0,0.0,0.0
chr1,27900001,28000000.0,533.0,289.0,1.0,0.0
chr1,28000001,28100000.0,628.0,299.0,26.0,0.0
chr1,28100001,28200000.0,1050.0,578.0,9.0,0.0
chr1,28200001,28300000.0,1028.0,456.0,2.0,0.0
chr1,28300001,28400000.0,679.0,391.0,0.0,0.0
chr1,28400001,28500000.0,1044.0,481.0,5.0,0.0
chr1,28500001,28600000.0,499.0,354.0,0.0,0.0
chr1,28600001,28700000.0,768.0,486.0,22.0,0.0
chr1,28700001,28800000.0,824.0,662.0,0.0,0.0
chr1,28800001,28900000.0,653.0,419.0,0.0,0.0
chr1,28900001,29000000.0,796.0,393.0,1.0,0.0
chr1,29000001,29100000.0,878.0,564.0,35.0,0.0
chr1,29100001,29200000.0,796.0,388.0,0.0,0.0
chr1,29200001,29300000.0,799.0,450.0,0.0,0.0
chr1,29300001,29400000.0,767.0,467.0,6.0,0.0
chr1,29400001,29500000.0,597.0,357.0,13.0,0.0
chr1,29500001,29600000.0,466.0,368.0,0.0,0.0
chr1,29600001,29700000.0,919.0,577.0,0.0,0.0
chr1,29700001,29800000.0,748.0,428.0,0.0,0.0
chr1,29800001,29900000.0,538.0,291.0,5.0,0.0
chr1,29900001,30000000.0,892.0,433.0,0.0,0.0
chr1,30000001,30100000.0,736.0,426.0,8.0,0.61
chr1,30100001,30200000.0,674.0,411.0,51.0,0.0
chr1,30200001,30300000.0,898.0,420.0,3.0,0.0
chr1,30300001,30400000.0,1062.0,534.0,3.0,0.0
chr1,30400001,30500000.0,953.0,479.0,13.0,0.0
chr1,30500001,30600000.0,701.0,317.0,1.0,0.0
chr1,30600001,30700000.0,752.0,230.0,19.0,0.0
chr1,30700001,30800000.0,717.0,256.0,15.0,0.0
chr1,30800001,30900000.0,815.0,330.0,0.0,0.0
chr1,30900001,31000000.0,766.0,415.0,5.0,0.0
chr1,31000001,31100000.0,724.0,351.0,9.0,0.0
chr1,31100001,31200000.0,758.0,346.0,0.0,0.0
chr1,31200001,31300000.0,598.0,227.0,0.0,0.0
chr1,31300001,31400000.0,819.0,320.0,7.0,0.0
chr1,31400001,31500000.0,638.0,247.0,0.0,0.0
chr1,31500001,31600000.0,501.0,222.0,0.0,0.0
chr1,31600001,31700000.0,492.0,127.0,19.0,0.0
chr1,31700001,31800000.0,1627.0,338.0,2.0,0.0
chr1,31800001,31900000.0,1061.0,567.0,1.0,0.0
chr1,31900001,32000000.0,934.0,582.0,5.0,0.0
chr1,32000001,32100000.0,429.0,162.0,0.0,0.0
chr1,32100001,32200000.0,746.0,354.0,1.0,0.0
chr1,32200001,32300000.0,489.0,187.0,0.0,0.0
chr1,32300001,32400000.0,450.0,209.0,0.0,0.0
chr1,32400001,32500000.0,711.0,428.0,5.0,0.0
chr1,32500001,32600000.0,868.0,468.0,0.0,0.0
chr1,32600001,32700000.0,572.0,354.0,0.0,0.0
chr1,32700001,32800000.0,654.0,347.0,1.0,0.0
chr1,32800001,32900000.0,928.0,418.0,0.0,0.0
chr1,32900001,33000000.0,577.0,382.0,0.0,0.0
chr1,33000001,33100000.0,717.0,360.0,0.0,0.0
chr1,33100001,33200000.0,657.0,405.0,1.0,0.0
chr1,33200001,33300000.0,628.0,269.0,2.0,0.0
chr1,33300001,33400000.0,600.0,257.0,0.0,0.0
chr1,33400001,33500000.0,654.0,392.0,0.0,0.0
chr1,33500001,33600000.0,953.0,569.0,1.0,0.0
chr1,33600001,33700000.0,919.0,463.0,0.0,0.0
chr1,33700001,33800000.0,1955.0,842.0,0.0,0.0
chr1,33800001,33900000.0,942.0,567.0,0.0,0.0
chr1,33900001,34000000.0,756.0,447.0,0.0,0.0
chr1,34000001,34100000.0,796.0,485.0,3.0,0.0
chr1,34100001,34200000.0,934.0,669.0,0.0,0.0
chr1,34200001,34300000.0,769.0,441.0,1.0,0.0
chr1,34300001,34400000.0,949.0,454.0,0.0,0.0
chr1,34400001,34500000.0,932.0,471.0,0.0,0.0
chr1,34500001,34600000.0,849.0,409.0,1.0,0.0
chr1,34600001,34700000.0,856.0,491.0,2.0,0.0
chr1,34700001,34800000.0,1098.0,633.0,0.0,0.0
chr1,34800001,34900000.0,726.0,425.0,0.0,0.0
chr1,34900001,35000000.0,873.0,495.0,0.0,0.0
chr1,35000001,35100000.0,688.0,384.0,38.0,0.0
chr1,35100001,35200000.0,752.0,469.0,0.0,0.0
chr1,35200001,35300000.0,854.0,398.0,0.0,0.0
chr1,35300001,35400000.0,947.0,503.0,0.0,0.0
chr1,35400001,35500000.0,1008.0,567.0,2.0,0.0
chr1,35500001,35600000.0,933.0,643.0,0.0,0.0
chr1,35600001,35700000.0,1659.0,680.0,0.0,0.0
chr1,35700001,35800000.0,1640.0,831.0,2.0,0.0
chr1,35800001,35900000.0,486.0,273.0,1.0,0.0
chr1,35900001,36000000.0,1054.0,640.0,0.0,0.0
chr1,36000001,36100000.0,1203.0,830.0,5.0,0.0
chr1,36100001,36200000.0,1144.0,634.0,0.0,0.0
chr1,36200001,36300000.0,887.0,543.0,0.0,0.0
chr1,36300001,36400000.0,996.0,520.0,0.0,0.0
chr1,36400001,36500000.0,1023.0,536.0,2.0,0.0
chr1,36500001,36600000.0,550.0,307.0,0.0,0.0
chr1,36600001,36700000.0,605.0,270.0,1.0,0.0
chr1,36700001,36800000.0,668.0,339.0,0.0,0.0
chr1,36800001,36900000.0,1089.0,608.0,0.0,0.0
chr1,36900001,37000000.0,942.0,420.0,5.0,0.0
chr1,37000001,37100000.0,908.0,493.0,0.0,0.0
chr1,37100001,37200000.0,784.0,399.0,0.0,0.0
chr1,37200001,37300000.0,868.0,462.0,0.0,0.0
chr1,37300001,37400000.0,643.0,425.0,0.0,0.0
chr1,37400001,37500000.0,539.0,322.0,0.0,0.0
chr1,37500001,37600000.0,614.0,392.0,0.0,0.0
chr1,37600001,37700000.0,683.0,415.0,1.0,0.0
chr1,37700001,37800000.0,666.0,328.0,1.0,0.0
chr1,37800001,37900000.0,528.0,251.0,0.0,0.0
chr1,37900001,38000000.0,922.0,550.0,0.0,0.0
chr1,38000001,38100000.0,945.0,518.0,0.0,0.0
chr1,38100001,38200000.0,1034.0,518.0,29.0,0.0
chr1,38200001,38300000.0,726.0,443.0,0.0,0.0
chr1,38300001,38400000.0,767.0,531.0,0.0,0.0
chr1,38400001,38500000.0,446.0,331.0,0.0,0.0
chr1,38500001,38600000.0,597.0,388.0,0.0,0.0
chr1,38600001,38700000.0,535.0,304.0,0.0,0.0
chr1,38700001,38800000.0,1124.0,638.0,0.0,0.0
chr1,38800001,38900000.0,839.0,424.0,0.0,0.0
chr1,38900001,39000000.0,912.0,490.0,0.0,0.0
chr1,39000001,39100000.0,873.0,647.0,0.0,0.0
chr1,39100001,39200000.0,748.0,425.0,0.0,0.0
chr1,39200001,39300000.0,1032.0,381.0,21.0,0.0
chr1,39300001,39400000.0,987.0,538.0,1.0,0.0
chr1,39400001,39500000.0,1045.0,639.0,0.0,0.0
chr1,39500001,39600000.0,931.0,568.0,10.0,0.0
chr1,39600001,39700000.0,797.0,529.0,2.0,0.0
chr1,39700001,39800000.0,578.0,312.0,0.0,0.0
chr1,39800001,39900000.0,930.0,599.0,0.0,0.0
chr1,39900001,40000000.0,995.0,556.0,0.0,0.0
chr1,40000001,40100000.0,572.0,412.0,0.0,0.0
chr1,40100001,40200000.0,1203.0,566.0,0.0,0.0
chr1,40200001,40300000.0,798.0,509.0,0.0,0.0
chr1,40300001,40400000.0,572.0,327.0,0.0,0.0
chr1,40400001,40500000.0,548.0,334.0,0.0,0.0
chr1,40500001,40600000.0,806.0,351.0,0.0,0.0
chr1,40600001,40700000.0,853.0,379.0,4.0,0.0
chr1,40700001,40800000.0,855.0,395.0,0.0,0.0
chr1,40800001,40900000.0,9.0,0.0,0.0,0.0
chr1,40900001,41000000.0,0.0,0.0,0.0,0.0
chr1,41000001,41100000.0,0.0,0.0,0.0,0.0
chr1,41100001,41200000.0,0.0,0.0,0.0,0.0
chr1,41200001,41300000.0,0.0,0.0,0.0,0.0
chr1,41300001,41400000.0,0.0,0.0,0.0,0.0
chr1,41400001,41500000.0,0.0,0.0,0.0,0.0
chr1,41500001,41600000.0,0.0,0.0,0.0,0.0
chr1,41600001,41700000.0,0.0,0.0,0.0,0.0
chr1,41700001,41800000.0,0.0,0.0,0.0,0.0
chr1,41800001,41900000.0,0.0,0.0,0.0,0.0
chr1,41900001,42000000.0,0.0,0.0,0.0,0.0
chr1,42000001,42100000.0,0.0,0.0,0.0,0.0
chr1,42100001,42200000.0,0.0,0.0,0.0,0.0
chr1,42200001,42300000.0,0.0,0.0,0.0,0.0
chr1,42300001,42400000.0,0.0,0.0,0.0,0.0
chr1,42400001,42500000.0,0.0,0.0,0.0,0.0
chr1,42500001,42600000.0,0.0,0.0,0.0,0.0
chr1,42600001,42700000.0,0.0,0.0,0.0,0.0
chr1,42700001,42800000.0,0.0,0.0,0.0,0.0
chr1,42800001,42900000.0,0.0,0.0,0.0,0.0
chr1,42900001,43000000.0,0.0,0.0,0.0,0.0
chr1,43000001,43100000.0,0.0,0.0,0.0,0.0
chr1,43100001,43200000.0,0.0,0.0,0.0,0.0
chr1,43200001,43300000.0,0.0,0.0,0.0,0.0
chr1,43300001,43400000.0,0.0,0.0,0.0,0.0
chr1,43400001,43500000.0,0.0,0.0,0.0,0.0
chr1,43500001,43600000.0,0.0,0.0,0.0,1.44
chr1,43600001,43700000.0,0.0,0.0,0.0,0.0
chr1,43700001,43800000.0,0.0,0.0,0.0,0.0
chr1,43800001,43900000.0,0.0,0.0,0.0,0.0
chr1,43900001,44000000.0,0.0,0.0,0.0,0.0
chr1,44000001,44100000.0,0.0,0.0,0.0,0.0
chr1,44100001,44200000.0,0.0,0.0,0.0,0.0
chr1,44200001,44300000.0,0.0,0.0,0.0,0.0
chr1,44300001,44400000.0,0.0,0.0,0.0,0.0
chr1,44400001,44500000.0,0.0,0.0,0.0,0.0
chr1,44500001,44600000.0,0.0,0.0,0.0,0.0
chr1,44600001,44700000.0,0.0,0.0,0.0,0.0
chr1,44700001,44800000.0,0.0,0.0,0.0,0.0
chr1,44800001,44900000.0,0.0,0.0,0.0,0.0
chr1,44900001,45000000.0,0.0,0.0,0.0,0.0
chr1,45000001,45100000.0,0.0,0.0,0.0,0.0
chr1,45100001,45200000.0,0.0,0.0,0.0,0.0
chr1,45200001,45300000.0,0.0,0.0,0.0,0.0
chr1,45300001,45400000.0,0.0,0.0,0.0,0.0
chr1,45400001,45500000.0,0.0,0.0,0.0,0.0
chr1,45500001,45600000.0,0.0,0.0,0.0,0.0
chr1,45600001,45700000.0,1063.0,482.0,0.0,0.0
chr1,45700001,45800000.0,950.0,627.0,0.0,0.0
chr1,45800001,45900000.0,945.0,556.0,18.0,0.0
chr1,45900001,46000000.0,1237.0,593.0,0.0,0.0
chr1,46000001,46100000.0,1042.0,547.0,0.0,0.0
chr1,46100001,46200000.0,800.0,477.0,0.0,0.0
chr1,46200001,46300000.0,635.0,408.0,0.0,0.0
chr1,46300001,46400000.0,626.0,334.0,1.0,0.0
