chr,window_start,window_end,CG,CHG,CHH,rec
chr1,5000001,5100000.0,863.0,542.0,209.0,1.626480472
chr1,5100001,5200000.0,968.0,561.0,174.0,0.0
chr1,5200001,5300000.0,879.0,639.0,139.0,0.0
chr1,5300001,5400000.0,715.0,513.0,114.0,0.39060872700000004
chr1,5400001,5500000.0,833.0,624.0,76.0,0.39060872700000004
chr1,5500001,5600000.0,891.0,773.0,158.0,0.787417067
chr1,5600001,5700000.0,695.0,564.0,117.0,0.0
chr1,5700001,5800000.0,932.0,1144.0,163.0,0.39060872700000004
chr1,5800001,5900000.0,761.0,370.0,111.0,0.0
chr1,5900001,6000000.0,1468.0,1230.0,61.0,0.0
chr1,6000001,6100000.0,1830.0,1411.0,27.0,0.0
chr1,6100001,6200000.0,1622.0,1272.0,31.0,0.0
chr1,6200001,6300000.0,986.0,578.0,61.0,0.0
chr1,6300001,6400000.0,773.0,602.0,97.0,0.0
chr1,6400001,6500000.0,1053.0,677.0,124.0,0.0
chr1,6500001,6600000.0,750.0,445.0,118.0,0.0
chr1,6600001,6700000.0,821.0,680.0,104.0,0.0
chr1,6700001,6800000.0,1258.0,1553.0,59.0,0.0
chr1,6800001,6900000.0,1180.0,1359.0,87.0,0.0
chr1,6900001,7000000.0,1118.0,802.0,52.0,0.0
chr1,7000001,7100000.0,942.0,587.0,52.0,0.0
chr1,7100001,7200000.0,999.0,758.0,39.0,0.0
chr1,7200001,7300000.0,1003.0,706.0,13.0,0.0
chr1,7300001,7400000.0,1183.0,782.0,23.0,0.0
chr1,7400001,7500000.0,1028.0,722.0,21.0,0.0
chr1,7500001,7600000.0,989.0,740.0,29.0,0.0
chr1,7600001,7700000.0,982.0,685.0,38.0,0.0
chr1,7700001,7800000.0,1106.0,1124.0,59.0,0.0
chr1,7800001,7900000.0,1243.0,1053.0,34.0,0.0
chr1,7900001,8000000.0,1141.0,1070.0,35.0,0.0
chr1,8000001,8100000.0,968.0,633.0,16.0,0.0
chr1,8100001,8200000.0,1123.0,725.0,34.0,0.0
chr1,8200001,8300000.0,1082.0,764.0,39.0,0.0
chr1,8300001,8400000.0,1035.0,967.0,53.0,0.0
chr1,8400001,8500000.0,1101.0,890.0,34.0,0.0
chr1,8500001,8600000.0,1060.0,967.0,33.0,0.0
chr1,8600001,8700000.0,1014.0,865.0,20.0,0.0
chr1,8700001,8800000.0,987.0,771.0,100.0,0.0
chr1,8800001,8900000.0,1209.0,1123.0,56.0,0.0
chr1,8900001,9000000.0,1071.0,914.0,30.0,0.0
chr1,9000001,9100000.0,1062.0,762.0,21.0,0.0
chr1,9100001,9200000.0,1184.0,1158.0,40.0,0.0
chr1,9200001,9300000.0,1092.0,1012.0,77.0,0.0
chr1,9300001,9400000.0,932.0,823.0,66.0,0.0
chr1,9400001,9500000.0,919.0,735.0,106.0,0.0
chr1,9500001,9600000.0,884.0,575.0,59.0,0.0
chr1,9600001,9700000.0,916.0,712.0,21.0,0.0
chr1,9700001,9800000.0,1119.0,886.0,18.0,0.0
chr1,9800001,9900000.0,985.0,814.0,18.0,0.0
chr1,9900001,10000000.0,1194.0,812.0,18.0,0.0
chr1,10000001,10100000.0,1188.0,841.0,34.0,0.0
chr1,10100001,10200000.0,829.0,624.0,10.0,0.0
chr1,10200001,10300000.0,1146.0,1027.0,23.0,0.0
chr1,10300001,10400000.0,984.0,657.0,24.0,0.0
chr1,10400001,10500000.0,995.0,826.0,18.0,0.0
chr1,10500001,10600000.0,941.0,639.0,15.0,0.0
chr1,10600001,10700000.0,1166.0,809.0,21.0,0.0
chr1,10700001,10800000.0,1257.0,787.0,21.0,0.0
chr1,10800001,10900000.0,1039.0,656.0,14.0,0.0
chr1,10900001,11000000.0,1182.0,973.0,19.0,0.0
chr1,11000001,11100000.0,1334.0,930.0,28.0,0.0
chr1,11100001,11200000.0,1029.0,766.0,22.0,0.0
chr1,11200001,11300000.0,1283.0,1083.0,19.0,0.0
chr1,11300001,11400000.0,1179.0,802.0,22.0,0.0
chr1,11400001,11500000.0,1008.0,784.0,35.0,0.0
chr1,11500001,11600000.0,1082.0,852.0,25.0,0.0
chr1,11600001,11700000.0,909.0,816.0,106.0,0.0
chr1,11700001,11800000.0,1066.0,1180.0,93.0,0.0
chr1,11800001,11900000.0,1003.0,856.0,96.0,0.0
chr1,11900001,12000000.0,933.0,712.0,117.0,0.0
chr1,12000001,12100000.0,748.0,771.0,102.0,0.39060872700000004
chr1,12100001,12200000.0,948.0,1059.0,34.0,0.0
chr1,12200001,12300000.0,776.0,749.0,32.0,0.0
chr1,12300001,12400000.0,1095.0,912.0,25.0,0.0
chr1,12400001,12500000.0,1094.0,775.0,30.0,0.0
chr1,12500001,12600000.0,1284.0,961.0,35.0,0.0
chr1,12600001,12700000.0,989.0,778.0,26.0,0.0
chr1,12700001,12800000.0,994.0,1003.0,87.0,0.0
chr1,12800001,12900000.0,1010.0,769.0,21.0,0.0
chr1,12900001,13000000.0,1004.0,944.0,37.0,0.0
chr1,13000001,13100000.0,1212.0,932.0,24.0,0.0
chr1,13100001,13200000.0,1055.0,725.0,33.0,0.0
chr1,13200001,13300000.0,1038.0,769.0,15.0,0.0
chr1,13300001,13400000.0,1044.0,695.0,20.0,0.0
chr1,13400001,13500000.0,957.0,550.0,10.0,0.0
chr1,13500001,13600000.0,1188.0,798.0,16.0,0.0
chr1,13600001,13700000.0,1073.0,792.0,14.0,0.0
chr1,13700001,13800000.0,968.0,653.0,16.0,0.0
chr1,13800001,13900000.0,1068.0,929.0,23.0,0.0
chr1,13900001,14000000.0,1123.0,793.0,47.0,0.0
chr1,14000001,14100000.0,1187.0,1084.0,113.0,0.0
chr1,14100001,14200000.0,977.0,790.0,52.0,0.0
chr1,14200001,14300000.0,858.0,602.0,46.0,0.0
chr1,14300001,14400000.0,1038.0,734.0,40.0,0.0
chr1,14400001,14500000.0,1194.0,991.0,71.0,0.0
chr1,14500001,14600000.0,1165.0,981.0,21.0,0.0
chr1,14600001,14700000.0,1317.0,713.0,13.0,0.0
chr1,14700001,14800000.0,923.0,923.0,34.0,0.0
chr1,14800001,14900000.0,961.0,891.0,47.0,0.0
chr1,14900001,15000000.0,981.0,808.0,47.0,0.0
chr1,15000001,15100000.0,1086.0,792.0,29.0,0.0
chr1,15100001,15200000.0,1186.0,852.0,34.0,0.0
chr1,15200001,15300000.0,1118.0,1056.0,28.0,0.0
chr1,15300001,15400000.0,1214.0,830.0,20.0,0.0
chr1,15400001,15500000.0,1198.0,978.0,25.0,0.0
chr1,15500001,15600000.0,974.0,744.0,45.0,0.0
chr1,15600001,15700000.0,1139.0,724.0,41.0,0.0
chr1,15700001,15800000.0,974.0,686.0,36.0,0.0
chr1,15800001,15900000.0,1036.0,894.0,36.0,0.0
chr1,15900001,16000000.0,1171.0,790.0,29.0,0.0
chr1,16000001,16100000.0,1110.0,997.0,53.0,0.0
chr1,16100001,16200000.0,1084.0,1071.0,31.0,0.0
chr1,16200001,16300000.0,922.0,509.0,15.0,0.0
chr1,16300001,16400000.0,997.0,855.0,26.0,0.0
chr1,16400001,16500000.0,1201.0,877.0,36.0,0.0
chr1,16500001,16600000.0,1065.0,659.0,61.0,0.0
chr1,16600001,16700000.0,816.0,777.0,52.0,0.0
chr1,16700001,16800000.0,956.0,688.0,30.0,0.0
chr1,16800001,16900000.0,1115.0,806.0,28.0,0.0
chr1,16900001,17000000.0,1244.0,844.0,35.0,0.0
chr1,17000001,17100000.0,1064.0,662.0,18.0,0.0
chr1,17100001,17200000.0,949.0,747.0,13.0,0.0
chr1,17200001,17300000.0,892.0,742.0,8.0,0.0
chr1,17300001,17400000.0,891.0,648.0,20.0,0.0
chr1,17400001,17500000.0,961.0,763.0,20.0,0.0
chr1,17500001,17600000.0,981.0,628.0,16.0,0.0
chr1,17600001,17700000.0,1099.0,853.0,11.0,0.0
chr1,17700001,17800000.0,1050.0,796.0,18.0,0.0
chr1,17800001,17900000.0,1117.0,831.0,22.0,0.0
chr1,17900001,18000000.0,1085.0,853.0,10.0,0.0
chr1,18000001,18100000.0,901.0,831.0,16.0,0.0
chr1,18100001,18200000.0,1011.0,714.0,12.0,0.0
chr1,18200001,18300000.0,1371.0,867.0,16.0,0.0
chr1,18300001,18400000.0,1095.0,825.0,20.0,0.0
chr1,18400001,18500000.0,1142.0,714.0,14.0,0.0
chr1,18500001,18600000.0,1108.0,687.0,34.0,0.0
chr1,18600001,18700000.0,816.0,512.0,21.0,0.0
chr1,18700001,18800000.0,958.0,662.0,26.0,0.0
chr1,18800001,18900000.0,966.0,828.0,29.0,0.0
chr1,18900001,19000000.0,1037.0,844.0,23.0,0.0
chr1,19000001,19100000.0,1059.0,635.0,25.0,0.0
chr1,19100001,19200000.0,1097.0,891.0,23.0,0.0
chr1,19200001,19300000.0,977.0,714.0,10.0,0.0
chr1,19300001,19400000.0,898.0,501.0,10.0,0.0
chr1,19400001,19500000.0,866.0,802.0,29.0,0.0
chr1,19500001,19600000.0,913.0,742.0,86.0,0.0
chr1,19600001,19700000.0,1052.0,855.0,27.0,0.0
chr1,19700001,19800000.0,1287.0,1159.0,29.0,0.0
chr1,19800001,19900000.0,1104.0,1031.0,45.0,0.0
chr1,19900001,20000000.0,997.0,828.0,33.0,0.0
chr1,20000001,20100000.0,1246.0,787.0,39.0,0.0
chr1,20100001,20200000.0,881.0,607.0,12.0,0.0
chr1,20200001,20300000.0,1063.0,887.0,17.0,0.0
chr1,20300001,20400000.0,1304.0,966.0,37.0,0.0
chr1,20400001,20500000.0,1012.0,838.0,39.0,0.0
chr1,20500001,20600000.0,1026.0,938.0,36.0,0.0
chr1,20600001,20700000.0,1025.0,693.0,26.0,0.0
chr1,20700001,20800000.0,1031.0,905.0,21.0,0.0
chr1,20800001,20900000.0,1153.0,812.0,26.0,0.0
chr1,20900001,21000000.0,1247.0,787.0,12.0,0.0
chr1,21000001,21100000.0,945.0,710.0,13.0,0.0
chr1,21100001,21200000.0,1207.0,771.0,14.0,0.0
chr1,21200001,21300000.0,1261.0,738.0,21.0,0.0
chr1,21300001,21400000.0,1115.0,846.0,22.0,0.0
chr1,21400001,21500000.0,1007.0,833.0,24.0,0.0
chr1,21500001,21600000.0,825.0,640.0,24.0,0.0
chr1,21600001,21700000.0,1149.0,859.0,23.0,0.0
chr1,21700001,21800000.0,1128.0,748.0,19.0,0.0
chr1,21800001,21900000.0,1027.0,774.0,10.0,0.0
chr1,21900001,22000000.0,1012.0,897.0,39.0,0.0
chr1,22000001,22100000.0,1268.0,1081.0,26.0,0.0
chr1,22100001,22200000.0,1115.0,773.0,17.0,0.0
chr1,22200001,22300000.0,1156.0,886.0,24.0,0.0
chr1,22300001,22400000.0,1061.0,601.0,12.0,0.0
chr1,22400001,22500000.0,1243.0,906.0,19.0,0.0
chr1,22500001,22600000.0,1099.0,766.0,21.0,0.0
chr1,22600001,22700000.0,995.0,729.0,12.0,0.0
chr1,22700001,22800000.0,1185.0,719.0,11.0,0.0
chr1,22800001,22900000.0,1125.0,860.0,16.0,0.0
chr1,22900001,23000000.0,1081.0,745.0,17.0,0.0
chr1,23000001,23100000.0,1216.0,924.0,25.0,0.0
chr1,23100001,23200000.0,1233.0,808.0,32.0,0.0
chr1,23200001,23300000.0,1028.0,1104.0,27.0,0.0
chr1,23300001,23400000.0,1157.0,880.0,22.0,0.0
chr1,23400001,23500000.0,1047.0,712.0,14.0,0.0
chr1,23500001,23600000.0,984.0,750.0,19.0,0.0
chr1,23600001,23700000.0,1091.0,912.0,34.0,0.0
chr1,23700001,23800000.0,1006.0,740.0,12.0,0.0
chr1,23800001,23900000.0,1081.0,1029.0,26.0,0.0
chr1,23900001,24000000.0,1467.0,813.0,25.0,0.0
chr1,24000001,24100000.0,1007.0,678.0,23.0,0.0
chr1,24100001,24200000.0,806.0,889.0,54.0,0.0
chr1,24200001,24300000.0,971.0,779.0,24.0,0.0
chr1,24300001,24400000.0,1201.0,708.0,40.0,0.0
chr1,24400001,24500000.0,1072.0,708.0,41.0,0.0
chr1,24500001,24600000.0,1348.0,1057.0,38.0,0.0
chr1,24600001,24700000.0,1290.0,859.0,33.0,0.0
chr1,24700001,24800000.0,1050.0,888.0,18.0,0.0
chr1,24800001,24900000.0,1070.0,998.0,22.0,0.0
chr1,24900001,25000000.0,858.0,783.0,17.0,0.0
chr1,25000001,25100000.0,1100.0,760.0,21.0,0.0
chr1,25100001,25200000.0,1053.0,682.0,17.0,0.0
chr1,25200001,25300000.0,1023.0,760.0,25.0,0.0
chr1,25300001,25400000.0,1125.0,882.0,46.0,0.0
chr1,25400001,25500000.0,1012.0,984.0,36.0,0.0
chr1,25500001,25600000.0,1017.0,885.0,11.0,0.0
chr1,25600001,25700000.0,1099.0,902.0,17.0,0.0
chr1,25700001,25800000.0,1204.0,1039.0,40.0,0.0
chr1,25800001,25900000.0,1059.0,919.0,41.0,0.0
chr1,25900001,26000000.0,1085.0,913.0,31.0,0.0
chr1,26000001,26100000.0,1218.0,985.0,30.0,0.0
chr1,26100001,26200000.0,1326.0,1140.0,30.0,0.0
chr1,26200001,26300000.0,984.0,786.0,19.0,0.0
chr1,26300001,26400000.0,981.0,736.0,12.0,0.0
chr1,26400001,26500000.0,1539.0,679.0,31.0,0.0
chr1,26500001,26600000.0,2021.0,586.0,14.0,0.0
chr1,26600001,26700000.0,1227.0,573.0,22.0,0.0
chr1,26700001,26800000.0,1361.0,622.0,46.0,0.0
chr1,26800001,26900000.0,887.0,827.0,56.0,0.0
chr1,26900001,27000000.0,902.0,656.0,33.0,0.0
chr1,27000001,27100000.0,1030.0,785.0,29.0,0.0
chr1,27100001,27200000.0,1115.0,812.0,8.0,0.0
chr1,27200001,27300000.0,1278.0,915.0,21.0,0.0
chr1,27300001,27400000.0,1172.0,625.0,19.0,0.0
chr1,27400001,27500000.0,948.0,611.0,12.0,0.0
chr1,27500001,27600000.0,1002.0,704.0,16.0,0.0
chr1,27600001,27700000.0,1166.0,865.0,15.0,0.0
chr1,27700001,27800000.0,1000.0,1024.0,29.0,0.0
chr1,27800001,27900000.0,695.0,710.0,17.0,0.0
chr1,27900001,28000000.0,829.0,543.0,47.0,0.0
chr1,28000001,28100000.0,1147.0,1065.0,78.0,0.0
chr1,28100001,28200000.0,1044.0,817.0,17.0,0.0
chr1,28200001,28300000.0,1223.0,1005.0,24.0,0.0
chr1,28300001,28400000.0,1080.0,984.0,21.0,0.0
chr1,28400001,28500000.0,1049.0,670.0,18.0,0.0
chr1,28500001,28600000.0,1004.0,605.0,17.0,0.0
chr1,28600001,28700000.0,1003.0,905.0,19.0,0.0
chr1,28700001,28800000.0,1003.0,739.0,17.0,0.0
chr1,28800001,28900000.0,883.0,644.0,10.0,0.0
chr1,28900001,29000000.0,1247.0,849.0,23.0,0.0
chr1,29000001,29100000.0,1013.0,854.0,25.0,0.0
chr1,29100001,29200000.0,1032.0,896.0,35.0,0.0
chr1,29200001,29300000.0,891.0,945.0,17.0,0.0
chr1,29300001,29400000.0,867.0,783.0,41.0,0.0
chr1,29400001,29500000.0,967.0,783.0,21.0,0.0
chr1,29500001,29600000.0,1247.0,851.0,28.0,0.0
chr1,29600001,29700000.0,943.0,878.0,16.0,0.0
chr1,29700001,29800000.0,916.0,748.0,12.0,0.0
chr1,29800001,29900000.0,1125.0,814.0,17.0,0.0
chr1,29900001,30000000.0,991.0,770.0,29.0,0.0
chr1,30000001,30100000.0,1037.0,723.0,22.0,0.0
chr1,30100001,30200000.0,942.0,524.0,19.0,0.0
chr1,30200001,30300000.0,966.0,538.0,22.0,0.0
chr1,30300001,30400000.0,952.0,813.0,21.0,0.0
chr1,30400001,30500000.0,857.0,658.0,16.0,0.0
chr1,30500001,30600000.0,849.0,665.0,14.0,0.0
chr1,30600001,30700000.0,931.0,719.0,19.0,0.0
chr1,30700001,30800000.0,1217.0,921.0,39.0,0.0
chr1,30800001,30900000.0,1232.0,1007.0,49.0,0.0
chr1,30900001,31000000.0,1207.0,830.0,31.0,0.0
chr1,31000001,31100000.0,1017.0,860.0,31.0,0.0
chr1,31100001,31200000.0,1142.0,846.0,43.0,0.0
chr1,31200001,31300000.0,1250.0,679.0,18.0,0.0
chr1,31300001,31400000.0,1164.0,713.0,25.0,0.0
chr1,31400001,31500000.0,1039.0,639.0,14.0,0.0
chr1,31500001,31600000.0,1245.0,740.0,25.0,0.0
chr1,31600001,31700000.0,1183.0,899.0,19.0,0.0
chr1,31700001,31800000.0,980.0,982.0,28.0,0.0
chr1,31800001,31900000.0,986.0,957.0,13.0,0.0
chr1,31900001,32000000.0,1154.0,885.0,22.0,0.0
chr1,32000001,32100000.0,1110.0,719.0,42.0,0.0
chr1,32100001,32200000.0,1031.0,934.0,58.0,0.0
chr1,32200001,32300000.0,1079.0,949.0,33.0,0.0
chr1,32300001,32400000.0,1111.0,1032.0,63.0,0.0
chr1,32400001,32500000.0,1151.0,856.0,74.0,0.0
chr1,32500001,32600000.0,1093.0,868.0,89.0,0.0
chr1,32600001,32700000.0,958.0,941.0,45.0,0.0
chr1,32700001,32800000.0,912.0,631.0,42.0,0.0
chr1,32800001,32900000.0,772.0,863.0,67.0,0.0
chr1,32900001,33000000.0,1283.0,707.0,51.0,0.0
chr1,33000001,33100000.0,2187.0,714.0,37.0,0.0
chr1,33100001,33200000.0,977.0,746.0,72.0,0.0
chr1,33200001,33300000.0,939.0,384.0,30.0,0.0
chr1,33300001,33400000.0,892.0,678.0,28.0,0.0
chr1,33400001,33500000.0,1108.0,690.0,33.0,0.0
chr1,33500001,33600000.0,906.0,723.0,25.0,0.0
chr1,33600001,33700000.0,915.0,880.0,64.0,0.0
chr1,33700001,33800000.0,1185.0,827.0,25.0,0.0
chr1,33800001,33900000.0,1080.0,798.0,20.0,0.0
chr1,33900001,34000000.0,904.0,794.0,18.0,0.0
chr1,34000001,34100000.0,808.0,654.0,18.0,0.0
chr1,34100001,34200000.0,819.0,570.0,17.0,0.0
chr1,34200001,34300000.0,1041.0,991.0,24.0,0.0
chr1,34300001,34400000.0,1097.0,631.0,13.0,0.0
chr1,34400001,34500000.0,1093.0,929.0,12.0,0.0
chr1,34500001,34600000.0,887.0,701.0,10.0,0.0
chr1,34600001,34700000.0,1242.0,618.0,16.0,0.0
chr1,34700001,34800000.0,2710.0,603.0,19.0,0.0
chr1,34800001,34900000.0,2507.0,646.0,17.0,0.0
chr1,34900001,35000000.0,1473.0,381.0,13.0,0.0
chr1,35000001,35100000.0,953.0,310.0,10.0,0.0
chr1,35100001,35200000.0,1091.0,833.0,17.0,0.0
chr1,35200001,35300000.0,980.0,631.0,32.0,0.0
chr1,35300001,35400000.0,1184.0,693.0,14.0,0.0
chr1,35400001,35500000.0,1214.0,993.0,21.0,0.0
chr1,35500001,35600000.0,1178.0,711.0,24.0,0.0
chr1,35600001,35700000.0,1074.0,773.0,21.0,0.0
chr1,35700001,35800000.0,1087.0,500.0,36.0,0.0
chr1,35800001,35900000.0,1042.0,546.0,25.0,0.0
chr1,35900001,36000000.0,1199.0,680.0,25.0,0.0
chr1,36000001,36100000.0,1229.0,872.0,18.0,0.0
chr1,36100001,36200000.0,1299.0,742.0,24.0,0.0
chr1,36200001,36300000.0,1107.0,613.0,22.0,0.0
chr1,36300001,36400000.0,949.0,685.0,22.0,0.0
chr1,36400001,36500000.0,860.0,331.0,18.0,0.0
chr1,36500001,36600000.0,1161.0,675.0,36.0,0.0
chr1,36600001,36700000.0,942.0,394.0,53.0,0.0
chr1,36700001,36800000.0,916.0,420.0,22.0,0.0
chr1,36800001,36900000.0,794.0,440.0,59.0,0.0
chr1,36900001,37000000.0,1048.0,910.0,71.0,0.0
chr1,37000001,37100000.0,993.0,595.0,52.0,0.0
chr1,37100001,37200000.0,1216.0,705.0,35.0,0.0
chr1,37200001,37300000.0,952.0,528.0,37.0,0.0
chr1,37300001,37400000.0,882.0,392.0,23.0,0.0
chr1,37400001,37500000.0,912.0,587.0,26.0,0.0
chr1,37500001,37600000.0,944.0,514.0,16.0,0.0
chr1,37600001,37700000.0,1189.0,620.0,20.0,0.0
chr1,37700001,37800000.0,1184.0,675.0,19.0,0.0
chr1,37800001,37900000.0,795.0,557.0,24.0,0.0
chr1,37900001,38000000.0,1095.0,702.0,22.0,0.0
chr1,38000001,38100000.0,907.0,498.0,18.0,0.0
chr1,38100001,38200000.0,957.0,600.0,18.0,0.0
chr1,38200001,38300000.0,1011.0,525.0,16.0,0.0
chr1,38300001,38400000.0,963.0,452.0,11.0,0.0
chr1,38400001,38500000.0,1023.0,500.0,25.0,0.0
chr1,38500001,38600000.0,1150.0,1164.0,46.0,0.0
chr1,38600001,38700000.0,909.0,628.0,81.0,0.0
chr1,38700001,38800000.0,1056.0,736.0,45.0,0.0
chr1,38800001,38900000.0,1025.0,614.0,33.0,0.0
chr1,38900001,39000000.0,990.0,497.0,20.0,0.0
chr1,39000001,39100000.0,1035.0,584.0,21.0,0.0
chr1,39100001,39200000.0,1100.0,501.0,21.0,0.0
chr1,39200001,39300000.0,1032.0,802.0,11.0,0.0
chr1,39300001,39400000.0,1075.0,879.0,28.0,0.0
chr1,39400001,39500000.0,1092.0,884.0,68.0,0.0
chr1,39500001,39600000.0,1243.0,850.0,40.0,0.0
chr1,39600001,39700000.0,1135.0,657.0,53.0,0.0
chr1,39700001,39800000.0,966.0,527.0,39.0,0.0
chr1,39800001,39900000.0,942.0,702.0,17.0,0.0
chr1,39900001,40000000.0,1341.0,1254.0,35.0,0.0
chr1,40000001,40100000.0,1522.0,1182.0,35.0,0.0
chr1,40100001,40200000.0,1130.0,781.0,21.0,0.0
chr1,40200001,40300000.0,765.0,519.0,17.0,0.0
chr1,40300001,40400000.0,999.0,773.0,17.0,0.0
chr1,40400001,40500000.0,1013.0,619.0,16.0,0.0
chr1,40500001,40600000.0,823.0,558.0,16.0,0.0
chr1,40600001,40700000.0,983.0,538.0,18.0,0.0
chr1,40700001,40800000.0,956.0,582.0,20.0,0.0
chr1,40800001,40900000.0,1149.0,552.0,35.0,0.0
chr1,40900001,41000000.0,1001.0,536.0,28.0,0.0
chr1,41000001,41100000.0,1045.0,647.0,42.0,0.0
chr1,41100001,41200000.0,1362.0,1025.0,36.0,0.0
chr1,41200001,41300000.0,923.0,628.0,33.0,0.0
chr1,41300001,41400000.0,1022.0,668.0,26.0,0.0
chr1,41400001,41500000.0,977.0,686.0,39.0,0.0
chr1,41500001,41600000.0,1065.0,645.0,21.0,0.0
chr1,41600001,41700000.0,1051.0,824.0,28.0,0.0
chr1,41700001,41800000.0,1034.0,674.0,31.0,0.0
chr1,41800001,41900000.0,1067.0,687.0,32.0,0.0
chr1,41900001,42000000.0,1312.0,1161.0,38.0,0.0
chr1,42000001,42100000.0,910.0,660.0,84.0,0.0
chr1,42100001,42200000.0,916.0,539.0,101.0,0.0
chr1,42200001,42300000.0,926.0,658.0,53.0,0.0
chr1,42300001,42400000.0,1172.0,626.0,27.0,0.0
chr1,42400001,42500000.0,1111.0,730.0,39.0,0.0
chr1,42500001,42600000.0,1047.0,735.0,57.0,0.0
chr1,42600001,42700000.0,1099.0,516.0,31.0,0.0
chr1,42700001,42800000.0,1012.0,675.0,38.0,0.0
chr1,42800001,42900000.0,857.0,548.0,24.0,0.0
chr1,42900001,43000000.0,1112.0,519.0,25.0,0.0
chr1,43000001,43100000.0,1014.0,618.0,37.0,0.0
chr1,43100001,43200000.0,963.0,653.0,35.0,0.0
chr1,43200001,43300000.0,1038.0,500.0,27.0,0.0
chr1,43300001,43400000.0,1200.0,736.0,33.0,0.0
chr1,43400001,43500000.0,1126.0,503.0,45.0,0.0
chr1,43500001,43600000.0,1123.0,626.0,53.0,0.0
chr1,43600001,43700000.0,1068.0,622.0,33.0,0.0
chr1,43700001,43800000.0,952.0,445.0,56.0,0.0
chr1,43800001,43900000.0,1012.0,840.0,33.0,0.0
chr1,43900001,44000000.0,758.0,664.0,28.0,0.0
chr1,44000001,44100000.0,1536.0,1078.0,43.0,0.0
chr1,44100001,44200000.0,929.0,612.0,18.0,0.0
chr1,44200001,44300000.0,933.0,527.0,12.0,0.0
chr1,44300001,44400000.0,1125.0,684.0,19.0,0.0
chr1,44400001,44500000.0,979.0,635.0,10.0,0.0
chr1,44500001,44600000.0,992.0,450.0,19.0,0.0
chr1,44600001,44700000.0,1158.0,637.0,26.0,0.0
chr1,44700001,44800000.0,1103.0,630.0,11.0,0.0
chr1,44800001,44900000.0,899.0,361.0,10.0,0.0
